,text,task1,task2,language
1516,"RT @noconversion: @narendramodi
ॐ  को हटाया गया .. और क्रॉस बनाया गया ...यह कब तक चलेगा ? https://t.co/YOmePO0bo7",1,1,2
1517,RT @iMac_too: सही कह रहा है मन्नु भाई । https://t.co/rpqqZ4oVZu,1,1,2
1518,@aajtak Pada likha hai rahul gandhi angutha chaap nahi,1,1,2
1519,"RT @AgrwalRani: नसीरुद्दीन,जावेद,आमिर खान,

शाहरुख खान कहां खप गए 
सब के सब चमचों,

श्रीलंका में आज 612👈 मस्जिद पर बुलडोजर चलेगी।।

 जाओ तु…",0,0,2
1520,"जिस दिन तेरा किसी सच्चे सिपाही से सामना हो गया न, पैंट गीली हो जायेगी।

ऐसा सुना था,अब देख भी लिया।",0,1,2
1521,"गुजरात के मेहसाणा में एक दलित की घुड़चढ़ी के बाद पूरे दलित समुदाय को सामाजिक बहिष्कार का सामना करना पड़ रहा है.
यही है गुजरात मॉडल और मनुवादी इसी गुजरात मॉडल को पूरे देश में लागू करना चाहते हैं।

कृपया रिट्वीट करें और लोगों को जागरूक करें। https://t.co/CYrErson9v",0,0,2
1522,"@narendramodi नौटंकी करने में इससे आगे कोई भी नही जा सकता, पिछले 5 साल जनता और देश की जो बैंड बजायी है उसके बारे में भी कुछ बोल दे।",0,2,2
1523,"RT @jigneshmaveshi: तेजिंदर भाई ये गलत बात है,
इंडिया में तो आपने कोहराम मचाया हुआ है लिबरल लोगो मे,लेकिन पाकिस्तान में भी आपके नाम से कोह…",1,1,2
1524,"RT @AjayKushawaha_: सभी संस्कार भूल कर कांग्रेस मोदी जी की छवि खराब करने के लिए इतना नीचे गिर जाएगा शायद ही किसी ने सोचा होगा??

एक तरफ प्…",0,0,2
1525,"RT @JhaGunjesh: ""भाजपा शासित राज्यों में किसी को खरोंच लगने पर भी तख्तियाँ उठाकर #हिंदुओं से लेकर #हिंदुस्तान तक को बदनाम कर देने वाले तथाक…",0,0,2
1526,"लोकतंत्र को मजबूत करने के लिए
BJP को वोट करे",1,1,2
1527,"@ajitanjum @nirahua1 एक फिल्मी फकीरी तो है निरहुआ के अंदर। धीरे-धीरे और भी फकीरी आएगी। लगे रहिये।

जब नाश मनुष्य पर छाता है, पहले विवेक मर जाता है।🙏🙏🙏",1,1,2
1528,"RT @Mahanaatma1: खुदा करे तू मेरी याद में ख़ाक छाने

खुदा करे .. मैं तुझे ख़ाक में भी न मिलूं",1,1,2
1529,"RT @Sunanda83462542: वो रोज देखता है डूबते सूरज को
         इस तरह..
काश.. मैं भी किसी शाम का
            मंजर होती...!!

🥀🥀🙏 शुभ संध्या🙏🥀",1,1,2
1530,RT @INSAN_Menakashi: इंसान जब सत्संग में आता है तो उसके बुरे कर्म ख़त्म होते चले जाते हैं और नेक व भले कर्म बनते चले जाते हैं। आज की पवित्र…,1,1,2
